rank,attack_id,attack_vector,final_score,threat_grade,Public Internet / Edge multiplier,Public Internet / Edge grade,Identity / IAM multiplier,Identity / IAM grade,Cloud Control Plane multiplier,Cloud Control Plane grade,SaaS / Office / Email multiplier,SaaS / Office / Email grade,Network / Perimeter multiplier,Network / Perimeter grade,Server / Workload multiplier,Server / Workload grade,Data / Storage multiplier,Data / Storage grade,Endpoint / User multiplier,Endpoint / User grade,Containers / Kubernetes multiplier,Containers / Kubernetes grade,ESXi / Hypervisor multiplier,ESXi / Hypervisor grade,Mobile multiplier,Mobile grade,ICS / OT multiplier,ICS / OT grade
562,T1674,Input Injection,2.78,Medium Low,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.056,Low,1.0,Not Material,1.22,High,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
563,T1569.003,Systemctl,2.78,Medium Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.22,High,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
564,T1200,Hardware Additions,2.78,Medium Low,1.21,High,1.105,Low,1.0,Not Material,1.14,Moderate,1.188,Moderate,1.121,Moderate,1.175,Moderate,1.105,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
565,T1602,Data from Configuration Repository,2.78,Medium Low,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.056,Low,1.238,High,1.099,Low,1.225,High,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
566,T1569,System Services,2.78,Medium Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.22,High,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
567,T1219.003,Remote Access Hardware,2.78,Medium Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.198,Moderate,1.087,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
568,T1195.003,Compromise Hardware Supply Chain,2.78,Medium Low,1.14,Moderate,1.105,Low,1.0,Not Material,1.056,Low,1.075,Low,1.176,Moderate,1.175,Moderate,1.105,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
569,T1614.001,System Language Discovery,2.31,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
570,T1010,Application Window Discovery,2.31,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
571,T1069.002,Domain Groups,2.31,Low,1.07,Low,1.07,Low,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.176,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
572,T1559.001,Component Object Model,2.31,Low,1.052,Low,1.0,Not Material,1.064,Low,1.0,Not Material,1.05,Low,1.22,High,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
573,T1559.002,Dynamic Data Exchange,2.31,Low,1.14,Moderate,1.0,Not Material,1.0,Not Material,1.098,Low,1.05,Low,1.22,High,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
574,T1059.010,AutoHotKey & AutoIT,2.31,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.098,Low,1.0,Not Material,1.22,High,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
575,T1016.002,Wi-Fi Discovery,2.31,Low,1.0,Not Material,1.123,Moderate,1.064,Low,1.0,Not Material,1.125,Moderate,1.209,Moderate,1.137,Moderate,1.105,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
576,T1669,Wi-Fi Networks,2.31,Low,1.35,Severe,1.35,Severe,1.0,Not Material,1.14,Moderate,1.188,Moderate,1.099,Low,1.0,Not Material,1.067,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
577,T1518.002,Backup Software Discovery,2.31,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.175,Moderate,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
578,T1204.005,Malicious Library,2.31,Low,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.198,Moderate,1.175,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
579,T1559.003,XPC Services,2.31,Low,1.052,Low,1.0,Not Material,1.064,Low,1.0,Not Material,1.125,Moderate,1.187,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
580,T1553.002,Code Signing,2.08,Low,1.0,Not Material,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
581,T1027.007,Dynamic API Resolution,2.08,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.05,Low,1.121,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
582,T1619,Cloud Storage Object Discovery,2.08,Low,1.087,Low,1.0,Not Material,1.32,Severe,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.175,Moderate,1.022,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
583,T1675,ESXi Administration Command,2.08,Low,1.157,Moderate,1.123,Moderate,1.0,Not Material,1.084,Low,1.0,Not Material,1.198,Moderate,1.087,Low,1.083,Low,1.0,Not Material,1.304,High,1.0,Not Material,1.0,Not Material
584,T1574.013,KernelCallbackTable,2.08,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.113,Moderate
585,T1564.010,Process Argument Spoofing,2.08,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
586,T1055.011,Extra Window Memory Injection,2.08,Low,1.0,Not Material,1.105,Low,1.176,Moderate,1.0,Not Material,1.125,Moderate,1.198,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
587,T1036.009,Break Process Trees,2.08,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
588,T1599,Network Boundary Bridging,2.08,Low,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.238,High,1.121,Moderate,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
589,T1566.004,Spearphishing Voice,2.08,Low,1.298,High,1.35,Severe,1.224,High,1.28,High,1.0,Not Material,1.099,Low,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
590,T1055.008,Ptrace System Calls,2.08,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.075,Low,1.165,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
591,T1036.011,Overwrite Process Arguments,2.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.05,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
592,T1684.002,Email Spoofing,2.08,Low,1.298,High,1.28,High,1.0,Not Material,1.28,High,1.05,Low,1.121,Moderate,1.0,Not Material,1.097,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
593,T1599.001,Network Address Translation Traversal,2.08,Low,1.245,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.188,Moderate,1.066,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
594,T1027.016,Junk Code Insertion,1.74,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
595,T1480.002,Mutual Exclusion,1.74,Low,1.0,Not Material,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
596,T1036.008,Masquerade File Type,1.74,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.137,Moderate,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
597,T1027.005,Indicator Removal from Tools,1.74,Low,1.07,Low,1.0,Not Material,1.0,Not Material,1.084,Low,1.0,Not Material,1.121,Moderate,1.087,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
598,T1574.004,Dylib Hijacking,1.74,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.075,Low,1.099,Low,1.087,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
599,T1069.001,Local Groups,1.39,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
600,T1059.002,AppleScript,1.39,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.187,Moderate,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
601,T1027.002,Software Packing,1.25,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.087,Low,1.135,Moderate,1.0,Not Material,1.048,Low,1.0,Not Material,1.0,Not Material
602,T1598.003,Spearphishing Link,1.16,Low,1.298,High,1.193,Moderate,1.0,Not Material,1.238,High,1.25,High,1.088,Low,1.05,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
603,T1585.001,Social Media Accounts,1.16,Low,1.157,Moderate,1.123,Moderate,1.0,Not Material,1.098,Low,1.238,High,1.055,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
604,T1583,Acquire Infrastructure,1.16,Low,1.21,High,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.238,High,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
605,T1588.004,Digital Certificates,1.16,Low,1.21,High,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.0,Not Material,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
606,T1598,Phishing for Information,1.16,Low,1.245,High,1.123,Moderate,1.0,Not Material,1.182,Moderate,1.25,High,1.0,Not Material,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
607,T1585,Establish Accounts,1.16,Low,1.157,Moderate,1.123,Moderate,1.0,Not Material,1.098,Low,1.238,High,1.055,Low,1.0,Not Material,1.022,Low,1.077,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
608,T1598.002,Spearphishing Attachment,1.16,Low,1.245,High,1.123,Moderate,1.0,Not Material,1.182,Moderate,1.25,High,1.0,Not Material,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
609,T1587,Develop Capabilities,1.16,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.033,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
610,T1586.001,Social Media Accounts,1.16,Low,1.157,Moderate,1.123,Moderate,1.0,Not Material,1.098,Low,1.238,High,1.055,Low,1.05,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
611,T1598.001,Spearphishing Service,1.16,Low,1.245,High,1.123,Moderate,1.0,Not Material,1.182,Moderate,1.25,High,1.055,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
612,T1588,Obtain Capabilities,1.16,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.033,Low,1.137,Moderate,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
613,T1586,Compromise Accounts,1.16,Low,1.157,Moderate,1.123,Moderate,1.0,Not Material,1.098,Low,1.238,High,1.055,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
614,T1584,Compromise Infrastructure,1.16,Low,1.21,High,1.0,Not Material,1.112,Moderate,1.098,Low,1.238,High,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
615,T1588.002,Tool,0.83,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
616,T1583.001,Domains,0.83,Low,1.157,Moderate,1.0,Not Material,1.0,Not Material,1.098,Low,1.113,Moderate,1.055,Low,1.137,Moderate,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
617,T1583.006,Web Services,0.83,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.0,Not Material,1.055,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
618,T1608.001,Upload Malware,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.055,Low,1.137,Moderate,1.052,Low,1.077,Low,1.048,Low,1.0,Not Material,1.0,Not Material
619,T1587.001,Malware,0.69,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.088,Low,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
620,T1588.001,Malware,0.69,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.05,Low,1.088,Low,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
621,T1583.003,Virtual Private Server,0.69,Low,1.21,High,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.077,Low,1.048,Low,1.0,Not Material,1.0,Not Material
622,T1589.002,Email Addresses,0.69,Low,1.298,High,1.123,Moderate,1.176,Moderate,1.098,Low,1.25,High,1.088,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
623,T1595.002,Vulnerability Scanning,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.25,High,1.088,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
624,T1589,Gather Victim Identity Information,0.69,Low,1.298,High,1.193,Moderate,1.0,Not Material,1.098,Low,1.25,High,1.055,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
625,T1584.004,Server,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.05,Low,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
626,T1608.004,Drive-by Target,0.69,Low,1.21,High,1.123,Moderate,1.112,Moderate,1.056,Low,1.0,Not Material,1.033,Low,1.137,Moderate,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
627,T1584.001,Domains,0.69,Low,1.123,Moderate,1.123,Moderate,1.112,Moderate,1.098,Low,1.163,Moderate,1.055,Low,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
628,T1583.004,Server,0.69,Low,1.21,High,1.0,Not Material,1.112,Moderate,1.098,Low,1.05,Low,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
629,T1594,Search Victim-Owned Websites,0.69,Low,1.298,High,1.123,Moderate,1.0,Not Material,1.182,Moderate,1.125,Moderate,1.0,Not Material,1.137,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
630,T1584.006,Web Services,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.05,Low,1.055,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
631,T1587.003,Digital Certificates,0.69,Low,1.21,High,1.123,Moderate,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.0,Not Material,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
632,T1584.008,Network Devices,0.69,Low,1.21,High,1.123,Moderate,1.0,Not Material,1.098,Low,1.125,Moderate,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material
633,T1608.005,Link Target,0.69,Low,1.21,High,1.123,Moderate,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.055,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
634,T1592.002,Software,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.088,Low,1.137,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
635,T1608.002,Upload Tool,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.125,Moderate,1.055,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
636,T1598.004,Spearphishing Voice,0.69,Low,1.245,High,1.123,Moderate,1.0,Not Material,1.182,Moderate,1.125,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
637,T1595.003,Wordlist Scanning,0.69,Low,1.298,High,1.123,Moderate,1.112,Moderate,1.0,Not Material,1.25,High,1.033,Low,1.087,Low,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
638,T1595.001,Scanning IP Blocks,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.25,High,1.088,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
639,T1584.003,Virtual Private Server,0.69,Low,1.21,High,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.077,Low,1.048,Low,1.0,Not Material,1.0,Not Material
640,T1584.002,DNS Server,0.69,Low,1.123,Moderate,1.123,Moderate,1.112,Moderate,1.056,Low,1.238,High,1.055,Low,1.087,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
641,T1583.008,Malvertising,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.056,Low,1.125,Moderate,1.033,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
642,T1608.006,SEO Poisoning,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
643,T1608.003,Install Digital Certificate,0.69,Low,1.21,High,1.123,Moderate,1.0,Not Material,1.098,Low,1.125,Moderate,1.055,Low,1.137,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
644,T1608,Stage Capabilities,0.69,Low,1.21,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.125,Moderate,1.055,Low,1.087,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
645,T1592.004,Client Configurations,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.088,Low,1.137,Moderate,1.022,Low,1.0,Not Material,1.112,Moderate,1.0,Not Material,1.0,Not Material
646,T1592,Gather Victim Host Information,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.125,Moderate,1.088,Low,1.137,Moderate,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
647,T1595,Active Scanning,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.25,High,1.088,Low,1.137,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
648,T1592.001,Hardware,0.69,Low,1.298,High,1.0,Not Material,1.0,Not Material,1.098,Low,1.2,Moderate,1.055,Low,1.137,Moderate,1.022,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
649,T1584.007,Serverless,0.69,Low,1.21,High,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.075,Low,1.055,Low,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.113,Moderate
650,T1583.007,Serverless,0.69,Low,1.21,High,1.0,Not Material,1.176,Moderate,1.0,Not Material,1.075,Low,1.055,Low,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.113,Moderate
651,T1588.003,Code Signing Certificates,0.35,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
652,T1587.002,Code Signing Certificates,0.35,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
653,T1636.004,SMS Messages,0,Low,1.0,Not Material,1.0,Not Material,1.064,Low,1.056,Low,1.0,Not Material,1.0,Not Material,1.087,Low,1.067,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material
654,T1430,Location Tracking,0,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.088,Low,1.175,Moderate,1.097,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
655,T1636.003,Contact List,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material,1.175,Moderate,1.067,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
656,T1426,System Information Discovery,0,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.045,Low,1.0,Not Material,1.0,Not Material,1.108,Low,1.0,Not Material
