rank,attack_id,attack_vector,final_score,threat_grade,max_edge_case,max_edge_case_multiplier,edge_case_flags,Zero-Day / Unknown Exploit multiplier,Zero-Day / Unknown Exploit grade,Exploit Chain / Multi-Step multiplier,Exploit Chain / Multi-Step grade,Telemetry Gap / Evasion multiplier,Telemetry Gap / Evasion grade,Identity / MFA Bypass multiplier,Identity / MFA Bypass grade,Supply Chain / Trusted Dependency multiplier,Supply Chain / Trusted Dependency grade,Destructive / Ransomware multiplier,Destructive / Ransomware grade,Cloud / SaaS Tenant Blast Radius multiplier,Cloud / SaaS Tenant Blast Radius grade,Living-off-the-Land multiplier,Living-off-the-Land grade,AI-Scaled Social Engineering multiplier,AI-Scaled Social Engineering grade,Insider / Trusted Access multiplier,Insider / Trusted Access grade,Air-Gapped / ICS Safety multiplier,Air-Gapped / ICS Safety grade,Rare but High Impact multiplier,Rare but High Impact grade
521,T1135,Network Share Discovery,6.0,Medium High,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.04,Low
522,T1569.002,Service Execution,6.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step,1.187,Moderate,1.067,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
523,T1059.007,JavaScript,6.0,Medium High,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Living-off-the-Land,1.22,High,1.022,Low,1.088,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
524,T1203,Exploitation for Client Execution,6.0,Medium High,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius; Living-off-the-Land,1.22,High,1.022,Low,1.025,Low,1.0,Not Material,1.054,Low,1.0,Not Material,1.099,Low,1.083,Low,1.054,Low,1.035,Low,1.0,Not Material,1.0,Not Material
525,T1134.001,Token Impersonation/Theft,5.62,Medium High,Identity / MFA Bypass,1.19,Identity / MFA Bypass; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Living-off-the-Land; Rare but High Impact,1.088,Low,1.169,Moderate,1.124,Moderate,1.19,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.083,Low,1.054,Low,1.056,Low,1.0,Not Material,1.064,Low
526,T1110.003,Password Spraying,5.62,Medium High,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Rare but High Impact; Telemetry Gap / Evasion,1.044,Low,1.175,Moderate,1.079,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.104,Low
527,T1110.001,Password Guessing,5.62,Medium High,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Insider / Trusted Access; Rare but High Impact,1.044,Low,1.148,Moderate,1.115,Moderate,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.038,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.104,Low
528,T1098.007,Additional Local or Domain Groups,5.62,Medium High,Exploit Chain / Multi-Step,1.133,Exploit Chain / Multi-Step; Identity / MFA Bypass; Rare but High Impact; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Insider / Trusted Access; Living-off-the-Land; Cloud / SaaS Tenant Blast Radius,1.077,Low,1.133,Moderate,1.079,Low,1.13,Moderate,1.036,Low,1.0,Not Material,1.063,Low,1.067,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.088,Low
529,T1036.010,Masquerade Account Name,5.62,Medium High,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion; Identity / MFA Bypass; Living-off-the-Land; Destructive / Ransomware,1.044,Low,1.022,Low,1.16,Moderate,1.1,Low,1.036,Low,1.066,Low,1.18,Moderate,1.067,Low,1.054,Low,1.035,Low,1.0,Not Material,1.024,Low
530,T1555.006,Cloud Secrets Management Stores,5.62,Medium High,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Insider / Trusted Access; Rare but High Impact,1.044,Low,1.112,Moderate,1.079,Low,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.038,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.064,Low
531,T1553.005,Mark-of-the-Web Bypass,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.054,Low,1.0,Not Material,1.036,Low,1.038,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
532,T1134.004,Parent PID Spoofing,5.62,Medium High,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Rare but High Impact,1.088,Low,1.133,Moderate,1.124,Moderate,1.15,Moderate,1.036,Low,1.0,Not Material,1.036,Low,1.15,Moderate,1.054,Low,1.035,Low,1.0,Not Material,1.064,Low
533,T1110.004,Credential Stuffing,5.62,Medium High,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Rare but High Impact; Telemetry Gap / Evasion,1.044,Low,1.148,Moderate,1.079,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.105,Low,1.0,Not Material,1.104,Low
534,T1098.003,Additional Cloud Roles,5.62,Medium High,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Supply Chain / Trusted Dependency; Telemetry Gap / Evasion; Living-off-the-Land; Rare but High Impact,1.044,Low,1.16,Moderate,1.079,Low,1.2,Moderate,1.117,Moderate,1.0,Not Material,1.18,Moderate,1.067,Low,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.064,Low
535,T1578.003,Delete Cloud Instance,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
536,T1578.002,Create Cloud Instance,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
537,T1686.001,Cloud Firewall,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step,1.044,Low,1.067,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
538,T1578.001,Create Snapshot,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.066,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
539,T1666,Modify Cloud Resource Hierarchy,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
540,T1578.005,Modify Cloud Compute Configurations,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
541,T1578.004,Revert Cloud Instance,5.62,Medium High,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.044,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
542,T1098.006,Additional Container Cluster Roles,5.62,Medium High,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Telemetry Gap / Evasion; Rare but High Impact,1.0,Not Material,1.16,Moderate,1.079,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.18,Moderate,1.03,Low,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.064,Low
543,T1059.003,Windows Command Shell,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land,1.187,Moderate,1.049,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
544,T1033,System Owner/User Discovery,5.0,Medium High,Insider / Trusted Access,1.091,Insider / Trusted Access; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.054,Low,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
545,T1106,Native API,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Living-off-the-Land,1.187,Moderate,1.022,Low,1.153,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
546,T1059.001,PowerShell,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land,1.187,Moderate,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
547,T1204.002,Malicious File,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Living-off-the-Land; Identity / MFA Bypass,1.187,Moderate,1.022,Low,1.153,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.083,Low,1.054,Low,1.035,Low,1.0,Not Material,1.0,Not Material
548,T1047,Windows Management Instrumentation,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land; Telemetry Gap / Evasion,1.187,Moderate,1.049,Low,1.139,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
549,T1012,Query Registry,5.0,Medium High,Living-off-the-Land,1.105,Living-off-the-Land; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.04,Low
550,T1204.001,Malicious Link,5.0,Medium High,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Living-off-the-Land,1.22,High,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.083,Low,1.054,Low,1.035,Low,1.0,Not Material,1.0,Not Material
551,T1007,System Service Discovery,5.0,Medium High,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.059,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.0,Not Material
552,T1129,Shared Modules,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land,1.187,Moderate,1.022,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
553,T1566.003,Spearphishing via Service,5.0,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency; AI-Scaled Social Engineering; Identity / MFA Bypass; Insider / Trusted Access,1.154,Moderate,1.022,Low,1.025,Low,1.07,Low,1.09,Low,1.0,Not Material,1.0,Not Material,1.052,Low,1.09,Low,1.07,Low,1.0,Not Material,1.04,Low
554,T1559,Inter-Process Communication,5.0,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land,1.187,Moderate,1.049,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
555,T1195.002,Compromise Software Supply Chain,5.0,Medium High,Supply Chain / Trusted Dependency,1.171,Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit; Insider / Trusted Access; Living-off-the-Land; Exploit Chain / Multi-Step; Identity / MFA Bypass,1.154,Moderate,1.103,Low,1.025,Low,1.07,Low,1.171,Moderate,1.0,Not Material,1.0,Not Material,1.105,Low,1.036,Low,1.126,Moderate,1.0,Not Material,1.04,Low
556,T1615,Group Policy Discovery,5.0,Medium High,Living-off-the-Land,1.105,Living-off-the-Land; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass,1.088,Low,1.067,Low,1.025,Low,1.06,Low,1.0,Not Material,1.0,Not Material,1.063,Low,1.105,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
557,T1569.001,Launchctl,5.0,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Living-off-the-Land,1.154,Moderate,1.022,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
558,T1059.011,Lua,5.0,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Living-off-the-Land; Telemetry Gap / Evasion,1.154,Moderate,1.022,Low,1.061,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
559,T1652,Device Driver Discovery,5.0,Medium High,Zero-Day / Unknown Exploit,1.165,Zero-Day / Unknown Exploit; Living-off-the-Land; Telemetry Gap / Evasion; Exploit Chain / Multi-Step,1.165,Moderate,1.067,Low,1.088,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.105,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
560,T1204.004,Malicious Copy and Paste,5.0,Medium High,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Living-off-the-Land; Telemetry Gap / Evasion,1.22,High,1.022,Low,1.124,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.054,Low,1.035,Low,1.0,Not Material,1.0,Not Material
561,T1557.002,ARP Cache Poisoning,5.0,Medium High,Identity / MFA Bypass,1.19,Identity / MFA Bypass; Destructive / Ransomware; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Rare but High Impact; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency; Insider / Trusted Access,1.088,Low,1.133,Moderate,1.106,Low,1.19,Moderate,1.081,Low,1.154,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.104,Low
562,T1674,Input Injection,5.0,Medium High,Zero-Day / Unknown Exploit,1.209,Zero-Day / Unknown Exploit; Living-off-the-Land,1.209,Moderate,1.022,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
563,T1569.003,Systemctl,5.0,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Living-off-the-Land; Telemetry Gap / Evasion,1.154,Moderate,1.022,Low,1.088,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
564,T1200,Hardware Additions,5.0,Medium High,Zero-Day / Unknown Exploit,1.209,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Insider / Trusted Access; Air-Gapped / ICS Safety,1.209,Moderate,1.022,Low,1.025,Low,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.052,Low,1.036,Low,1.07,Low,1.07,Low,1.0,Not Material
565,T1602,Data from Configuration Repository,5.0,Medium High,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.058,Low,1.076,Low,1.0,Not Material,1.054,Low,1.055,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
566,T1569,System Services,5.0,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Living-off-the-Land,1.154,Moderate,1.022,Low,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
567,T1219.003,Remote Access Hardware,5.0,Medium High,Telemetry Gap / Evasion,1.115,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.044,Low,1.067,Low,1.115,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.024,Low
568,T1195.003,Compromise Hardware Supply Chain,5.0,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Insider / Trusted Access; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Identity / MFA Bypass; Air-Gapped / ICS Safety,1.154,Moderate,1.103,Low,1.025,Low,1.07,Low,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.052,Low,1.036,Low,1.126,Moderate,1.07,Low,1.0,Not Material
569,T1614.001,System Language Discovery,4.17,Medium High,Living-off-the-Land,1.142,Living-off-the-Land; Zero-Day / Unknown Exploit,1.121,Moderate,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.142,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
570,T1010,Application Window Discovery,4.17,Medium High,Living-off-the-Land,1.142,Living-off-the-Land; Zero-Day / Unknown Exploit,1.121,Moderate,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.142,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
571,T1069.002,Domain Groups,4.17,Medium High,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Living-off-the-Land,1.121,Moderate,1.022,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
572,T1559.001,Component Object Model,4.17,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step,1.187,Moderate,1.094,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
573,T1559.002,Dynamic Data Exchange,4.17,Medium High,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Living-off-the-Land,1.187,Moderate,1.049,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.135,Moderate,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
574,T1059.010,AutoHotKey & AutoIT,4.17,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Living-off-the-Land,1.154,Moderate,1.022,Low,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.083,Low,1.054,Low,1.035,Low,1.0,Not Material,1.0,Not Material
575,T1016.002,Wi-Fi Discovery,4.17,Medium High,Living-off-the-Land,1.09,Living-off-the-Land; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.04,Low,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.0,Not Material
576,T1669,Wi-Fi Networks,4.17,Medium High,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step; Supply Chain / Trusted Dependency; Cloud / SaaS Tenant Blast Radius,1.22,High,1.094,Low,1.029,Low,1.2,Moderate,1.09,Low,1.0,Not Material,1.063,Low,1.0,Not Material,1.036,Low,1.14,Moderate,1.0,Not Material,1.0,Not Material
577,T1518.002,Backup Software Discovery,4.17,Medium High,Destructive / Ransomware,1.165,Destructive / Ransomware; Living-off-the-Land; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.022,Low,1.07,Low,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
578,T1204.005,Malicious Library,4.17,Medium High,Zero-Day / Unknown Exploit,1.154,Zero-Day / Unknown Exploit; Living-off-the-Land,1.154,Moderate,1.022,Low,1.029,Low,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
579,T1559.003,XPC Services,4.17,Medium High,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step,1.22,High,1.067,Low,1.054,Low,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.083,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
580,T1553.002,Code Signing,3.75,Medium Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.088,Low,1.094,Low,1.18,Moderate,1.04,Low,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
581,T1027.007,Dynamic API Resolution,3.75,Medium Low,Telemetry Gap / Evasion,1.171,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Living-off-the-Land; Destructive / Ransomware,1.121,Moderate,1.022,Low,1.171,Moderate,1.0,Not Material,1.036,Low,1.099,Low,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
582,T1619,Cloud Storage Object Discovery,3.75,Medium Low,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion,1.044,Low,1.022,Low,1.076,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
