rank,attack_id,attack_vector,is_subtechnique,parent_id,domains,platforms,tactics,severity_label,groups_count,software_count,total_usage,impact_score,asset_criticality,asset_criticality_reason,exploit_likelihood,exploit_likelihood_reason,detection_confidence,confident_score,bft_vote_proxy,raw_product_score,score_0_10,max_surface,max_surface_multiplier,surface_multiplier_grade,max_edge_case,max_edge_case_multiplier,edge_case_multiplier_grade,edge_case_flags,final_score,threat_grade,recommended_action,auto_containment_allowed,primary_surfaces,related_capec_count,related_capec_ids,related_cwe_count,related_cwe_ids,data_sources,mitigation_ids,mitigations,description
518,T1037.002,Login Hook,True,T1037,enterprise,macOS,Persistence; Privilege Escalation,Low,0,0,0,3,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.0,8,2/3 agents agree with correlated evidence proxy,7.5,6.25,Server / Workload,1.187,Moderate,Exploit Chain / Multi-Step,1.133,Moderate,Exploit Chain / Multi-Step; Living-off-the-Land; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Insider / Trusted Access,6.25,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,Server / Workload; Endpoint / User; Identity / IAM,0,,0,,Process; File,M1022,Restrict File and Directory Permissions,Adversaries may use a Login Hook to establish persistence executed upon user logon. A login hook is a plist file that points to a specific script to execute with root privileges upon user logon. The plist file is located in the <code>/Library/Preferences/com.apple.loginwindow.plist</code> file and can be modified using the <code>defaults</code> command-line utility. This behavior is the same for logout hooks where a script can be executed upon user logout. All hooks require administrator permis...
519,T1566.001,Spearphishing Attachment,True,T1566,enterprise,Linux; macOS; Windows,Initial Access,Critical,78,60,138,2,2,important exposed service proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.2,10,3/3 agents agree proxy,7.2,6.0,Public Internet / Edge,1.35,Severe,Zero-Day / Unknown Exploit,1.22,High,Zero-Day / Unknown Exploit; Identity / MFA Bypass; AI-Scaled Social Engineering; Insider / Trusted Access,6.0,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,Public Internet / Edge; SaaS / Office / Email; Identity / IAM; Data / Storage; Network / Perimeter,1,CAPEC-163,1,CWE-451,Process; Network Traffic; File; Application Log,M1049; M1018; M1047; M1031; M1054; M1017; M1021,Antivirus/Antimalware; User Account Management; Audit; Network Intrusion Prevention; Software Configuration; User Training; Restrict Web-Based Content,"Adversaries may send spearphishing emails with a malicious attachment in an attempt to gain access to victim systems. Spearphishing attachment is a specific variant of spearphishing. Spearphishing attachment is different from other forms of spearphishing in that it employs the use of malware attached to an email. All forms of spearphishing are electronically delivered social engineering targeted at a specific individual, company, or industry. In this scenario, adversaries attach a file to the s..."
520,T1059.005,Visual Basic,True,T1059,enterprise,Linux; macOS; Windows,Execution,Critical,46,69,115,2,2,important exposed service proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.2,10,3/3 agents agree proxy,7.2,6.0,Server / Workload,1.22,High,Zero-Day / Unknown Exploit,1.187,Moderate,Zero-Day / Unknown Exploit; Living-off-the-Land,6.0,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,Server / Workload; SaaS / Office / Email; Endpoint / User,0,,0,,Command; Process; Script; Module,M1042; M1049; M1038; M1040; M1021,Disable or Remove Feature or Program; Antivirus/Antimalware; Execution Prevention; Behavior Prevention on Endpoint; Restrict Web-Based Content,"Adversaries may abuse Visual Basic (VB) for execution. VB is a programming language created by Microsoft with interoperability with many Windows technologies such as Component Object Model and the Native API through the Windows API. Although tagged as legacy with no planned future evolutions, VB is integrated and supported in the .NET Framework and cross-platform .NET Core. Derivative languages based on VB have also been created, such as Visual Basic for Applications (VBA) and VBScript. VBA is..."
521,T1135,Network Share Discovery,False,,enterprise,Linux; macOS; Windows,Discovery,Critical,16,57,73,2,2,important exposed service proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.2,10,3/3 agents agree proxy,7.2,6.0,Network / Perimeter,1.238,High,Zero-Day / Unknown Exploit,1.088,Low,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,6.0,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,Network / Perimeter; Server / Workload; Endpoint / User,1,CAPEC-643,2,CWE-200; CWE-267,Command; Process; Network Traffic; Named Pipe,M1028,Operating System Configuration,Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement. Networks often contain shared network drives and folders that enable users to access file directories on various systems across a network. File sharing over a Windows network occurs over the SMB protocol. Net can be used to query a remote system for available shared drives...
522,T1569.002,Service Execution,True,T1569,enterprise,Windows,Execution,Critical,16,51,67,2,2,important exposed service proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.2,10,3/3 agents agree proxy,7.2,6.0,Server / Workload,1.22,High,Zero-Day / Unknown Exploit,1.187,Moderate,Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step,6.0,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,Server / Workload; Network / Perimeter; Endpoint / User,0,,0,,Windows Registry; Process; Network Traffic; Service,M1026; M1040; M1022,Privileged Account Management; Behavior Prevention on Endpoint; Restrict File and Directory Permissions,Adversaries may abuse the Windows service control manager to execute malicious commands or payloads. The Windows service control manager (<code>services.exe</code>) is an interface to manage and manipulate services. The service control manager is accessible to users via GUI components as well as system utilities such as <code>sc.exe</code> and Net. PsExec can also be used to execute commands or payloads via a temporary Windows service created through the service control manager API. Tools such...
523,T1059.007,JavaScript,True,T1059,enterprise,Linux; macOS; Windows,Execution,Critical,26,38,64,2,2,important exposed service proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.2,10,3/3 agents agree proxy,7.2,6.0,Server / Workload,1.22,High,Zero-Day / Unknown Exploit,1.22,High,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Living-off-the-Land,6.0,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,Server / Workload; Endpoint / User,0,,0,,Command; Process; Script; Module,M1040; M1038; M1042; M1021,Behavior Prevention on Endpoint; Execution Prevention; Disable or Remove Feature or Program; Restrict Web-Based Content,"Adversaries may abuse various implementations of JavaScript for execution. JavaScript (JS) is a platform-independent scripting language (compiled just-in-time at runtime) commonly associated with scripts in webpages, though JS can be executed in runtime environments outside the browser. JScript is the Microsoft implementation of the same scripting standard. JScript is interpreted via the Windows Script engine and thus integrated with many components of Windows such as the Component Object Model..."
524,T1203,Exploitation for Client Execution,False,,enterprise,Linux; macOS; Windows,Execution,Critical,41,14,55,2,2,important exposed service proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.2,10,3/3 agents agree proxy,7.2,6.0,SaaS / Office / Email,1.238,High,Zero-Day / Unknown Exploit,1.22,High,Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius; Living-off-the-Land,6.0,Medium High,Auto-intercept / quarantine via pre-approved playbook,True,SaaS / Office / Email; Public Internet / Edge; Server / Workload; Network / Perimeter; Data / Storage,0,,0,,Process; Network Traffic; File; Application Log,M1050; M1051; M1048,Exploit Protection; Update Software; Application Isolation and Sandboxing,Adversaries may exploit software vulnerabilities in client applications to execute code. Vulnerabilities can exist in software due to unsecure coding practices that can lead to unanticipated behavior. Adversaries can take advantage of certain vulnerabilities through targeted exploitation for the purpose of arbitrary code execution. Oftentimes the most valuable exploits to an offensive toolkit are those that can be used to obtain code execution on a remote system because they can be used to gain...
525,T1134.001,Token Impersonation/Theft,True,T1134,enterprise,Windows,Stealth; Privilege Escalation,High,2,17,19,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.6,3,1/3 agent detects proxy,6.75,5.62,Identity / IAM,1.228,High,Identity / MFA Bypass,1.19,Moderate,Identity / MFA Bypass; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Living-off-the-Land; Rare but High Impact,5.62,Medium High,Immediate SOC alert + recommended containment,False,Identity / IAM; Server / Workload; Data / Storage; Endpoint / User,1,CAPEC-60,10,CWE-200; CWE-285; CWE-290; CWE-294; CWE-346; CWE-384; CWE-488; CWE-539; CWE-664; CWE-732,Process,M1018; M1026,User Account Management; Privileged Account Management,"Adversaries may duplicate then impersonate another user's existing token to escalate privileges and bypass access controls. For example, an adversary can duplicate an existing token using `DuplicateToken` or `DuplicateTokenEx`. The token can then be used with `ImpersonateLoggedOnUser` to allow the calling thread to impersonate a logged on user's security context, or with `SetThreadToken` to assign the impersonated token to a thread. An adversary may perform Token Impersonation/Theft when they h..."
526,T1110.003,Password Spraying,True,T1110,enterprise; cloud,Containers; ESXi; IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,Credential Access,High,11,4,15,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.6,3,1/3 agent detects proxy,6.75,5.62,Identity / IAM,1.35,Severe,Identity / MFA Bypass,1.2,Moderate,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Rare but High Impact; Telemetry Gap / Evasion,5.62,Medium High,Immediate SOC alert + recommended containment,False,Identity / IAM; Cloud Control Plane; ESXi / Hypervisor; SaaS / Office / Email; Network / Perimeter,1,CAPEC-565,7,CWE-262; CWE-263; CWE-307; CWE-308; CWE-309; CWE-521; CWE-654,User Account,M1032; M1027; M1036,Multi-factor Authentication; Password Policies; Account Use Policies,"Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials. Password spraying uses one password (e.g. 'Password01'), or a small list of commonly used passwords, that may match the complexity policy of the domain. Logins are attempted with that password against many different accounts on a network to avoid account lockouts that would normally occur when brute forcing a single account with many passwords. T..."
527,T1110.001,Password Guessing,True,T1110,enterprise; cloud,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,Credential Access,High,3,9,12,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.6,3,1/3 agent detects proxy,6.75,5.62,Identity / IAM,1.35,Severe,Identity / MFA Bypass,1.2,Moderate,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Insider / Trusted Access; Rare but High Impact,5.62,Medium High,Immediate SOC alert + recommended containment,False,Identity / IAM; Cloud Control Plane; ESXi / Hypervisor; SaaS / Office / Email; Network / Perimeter,1,CAPEC-49,8,CWE-257; CWE-262; CWE-263; CWE-307; CWE-308; CWE-309; CWE-521; CWE-654,User Account,M1051; M1032; M1027; M1036,Update Software; Multi-factor Authentication; Password Policies; Account Use Policies,"Adversaries with no prior knowledge of legitimate credentials within the system or environment may guess passwords to attempt access to accounts. Without knowledge of the password for an account, an adversary may opt to systematically guess the password using a repetitive or iterative mechanism. An adversary may guess login credentials without prior knowledge of system or environment passwords during an operation by using a list of common passwords. Password guessing may or may not take into ac..."
